"pointid","xcoord","ycoord"
3663,1737598.4034,618842.233722664
3664,1737417.5156,618533.476422671
3665,1742421.0274,619585.800122669
3666,1744523.703,626635.979622662
3667,1744407.3541,626761.970522661
3668,1743146.6186,627159.754222661
3669,1743116.3081,629775.919022663
3670,1742700.1722,629204.017822665
3671,1743406.4092,628778.102022664
3672,1741684.6987,627761.480422662
3673,1742169.7907,630441.604922662
3674,1741797.7619,628073.226222661
3675,1741694.2839,627769.04432266
3676,1740952.0273,627023.487722664
3677,1740947.147,627571.162222663
3678,1740007.4397,629945.029622667
3679,1740152.4562,625986.797222668
3680,1739850.314,626900.496822665
3681,1738506.2709,629645.097722661
3682,1739288.7537,630425.867822665
3683,1736935.3348,623319.086522665
3684,1738151.0883,624389.560322666
3685,1737237.4551,625046.889922664
3686,1738051.6604,624955.25972267
3687,1737084.6133,624831.151722662
3688,1743211.0513,622860.216422663
3689,1742204.454,624066.407022666
3690,1743204.433,623026.772722669
3691,1746265.71,625251.979222661
3692,1746856.4968,623941.318222662
3693,1745509.0555,625889.739422661
3694,1745085.0572,629173.157822668
3695,1746893.2485,628914.788322663
3696,1746360.597,628652.665422668
3697,1746270.6479,628879.151122665
3698,1745874.6205,628366.956222661
3699,1747700.6154,628144.086522662
3700,1748166.4479,624618.006422663
3701,1749150.6978,629550.785222664
3702,1750468.2244,629489.279522662
3703,1750095.4228,627570.033522666
3704,1750108.5608,627556.674322663
3705,1751044.6887,627829.396122665
3706,1751045.8391,627826.810822661
3707,1751936.9683,629060.955622662
3708,1750834.1443,632297.547822663
3709,1751419.368,633051.550122665
3710,1750549.7241,630658.714122663
3711,1749111.2514,631406.584622657
3712,1751101.4513,633186.319422666
3713,1745520.6637,631340.544022666
3714,1748418.0274,636751.872422661
3715,1748788.543,636726.348222667
3716,1744595.795,634863.563422667
3717,1744375.4281,633812.33692266
3718,1744581.6908,634867.119122661
3719,1744089.0741,633787.016722665
3720,1739634.0541,630910.879822668
3721,1740994.5848,633400.190222662
3722,1740813.0938,633128.142822667
3723,1740636.6164,630775.145322669
3724,1734800.9619,633024.150722666
3725,1734428.6492,631343.637822669
3726,1734295.8896,630993.304422667
3727,1734112.4558,630649.871322662
3728,1734119.2111,630780.051922663
3729,1734082.1443,628474.237422663
3730,1734643.1406,629262.751922666
3731,1732073.3104,636251.161222665
3732,1731544.588,634747.97292267
3733,1731452.5158,635829.863022663
3734,1730485.5376,633555.418622662
3735,1729115.8335,632959.465022663
3736,1728861.3352,633193.333222666
3737,1727835.8616,634607.603322665
3738,1728585.9163,631130.351422664
3739,1727984.6895,630737.039222665
3740,1727436.8855,632626.957622663
3741,1727449.2324,632571.996622662
3742,1727860.5954,632200.326622661
3743,1727726.576,632267.154022666
3744,1727202.6642,632986.643922664
3745,1729706.7106,629900.359722665
3746,1728513.3004,629268.097822663
3747,1728163.1768,629393.712822665
3748,1728048.3062,629370.707522666
3749,1726975.1225,627373.178022663
3750,1727040.9559,627923.166822667
3751,1728234.0418,628931.970622663
3752,1728293.9431,628478.25722266
3753,1730220.8921,628769.471322664
3754,1731034.8919,623397.487022659
3755,1732326.2849,620155.167922662
3756,1730330.9114,619995.332022658
3757,1731742.675,619524.244522661
3758,1731719.9767,619521.734522665
3759,1731657.343,619672.99732266
3760,1731114.386,618653.552622659
3761,1731099.514,618333.653822668
3762,1731119.2671,617823.418822663
3763,1733146.0717,620941.903422666
3764,1733965.445,620735.925122663
3765,1733381.6388,622392.126722663
3766,1733424.4048,626295.84372266
3767,1732195.2999,626038.890122665
3768,1732241.6197,626222.661422663
3769,1722988.6996,625095.370822662
3770,1722335.536,625406.163322667
3771,1722260.8257,625405.228722665
3772,1721360.3167,625828.741222662
3773,1721087.8717,626505.270022666
3774,1721720.4207,624678.429422664
3775,1720938.6518,624084.053522665
3776,1717824.6863,619704.434922663
3777,1717445.8338,620302.129622662
3778,1716774.2968,621377.671122663
3779,1716400.2911,620727.320722672
3780,1715757.0441,619882.999822661
3781,1715536.1528,620652.424122664
3782,1719716.1008,616416.058122667
3783,1719661.0891,616986.359022661
3784,1721685.928,618792.594922665
3785,1721613.2649,619083.416022663
3786,1723833.7452,622455.199822667
3787,1725061.9113,621165.336122664
3788,1725029.6617,619481.275822661
3789,1725315.264,618988.687622661
3790,1726462.5734,621845.340322664
3791,1726964.1762,620616.320022666
3792,1728029.4996,621977.210622662
3793,1728936.2897,623168.848322664
3794,1727525.6423,620565.814022662
3795,1729056.4423,622838.77632266
3796,1729649.55,622776.932822666
3797,1729205.8463,620953.880422673
3798,1726172.8127,626766.431822668
3799,1726474.4334,626560.844822665
3800,1728202.7773,625414.079422665
3801,1729504.405,626976.868922664
3802,1729530.644,626552.175422662
3803,1729537.5145,627173.405622665
3804,1731227.2257,628994.447222665
3805,1732659.3195,627461.94732267
3806,1731842.0125,630230.993522663
3807,1731787.3824,629900.945922662
3808,1732101.1485,631531.506822669
3809,1731881.6228,632285.298122666
3810,1733034.2271,631314.535122663
3811,1732893.9944,633855.862022664
3812,1733875.0005,633358.29202266
3813,1733682.0099,632062.260022664
3814,1733731.9109,631852.984622662
3815,1734045.7011,634672.880022664
3816,1731903.6069,638741.483922664
3817,1731409.8326,638316.989522662
3818,1731887.485,638742.676422661
3819,1730682.8787,637690.554222662
3820,1730664.5623,637371.358722666
3821,1729945.1384,635625.502322661
3822,1730789.1914,634716.304722663
3823,1728755.6297,634655.478522669
3824,1732216.8196,637068.605022665
3825,1731761.982,637616.889422662
3826,1729350.0329,636942.798322661
3827,1729325.4624,637680.244022672
3828,1729477.0029,636827.11452266
3829,1729267.2044,636257.210422665
3830,1727664.4184,637766.637622662
3831,1727672.1077,637764.351222664
3832,1727714.5003,637810.730322663
3833,1729319.1742,640086.308922661
3834,1729896.0141,637969.419322662
3835,1731478.6608,651048.952222667
3836,1731556.2794,651586.262122664
3837,1730417.045,649191.896922668
3838,1729423.8212,651012.252022667
3839,1729429.7425,651226.227022663
3840,1729769.603,649208.246922662
3841,1729508.024,649393.250322664
3842,1729074.5109,648909.326222666
3843,1729250.5015,648988.495822667
3844,1731058.9363,644614.308822666
3845,1730463.9823,644364.275822663
3846,1731691.1841,644733.644922662
3847,1731075.6565,643339.605322666
3848,1730435.712,643780.322722665
3849,1731456.948,643494.066122667
3850,1731786.9538,643783.952622664
3851,1732118.3695,643987.529922663
3852,1731771.8328,640191.980922666
3853,1731754.4151,638988.248422658
3854,1731759.8677,638976.344322665
3855,1732111.5099,641067.981822663
3856,1731837.7058,640243.637522665
3857,1731489.1727,640927.737822664
3858,1732555.1441,640111.807122665
3859,1732875.6021,638648.422522669
3860,1735794.9151,639857.085922665
3861,1737617.8565,644143.855022662
3862,1736969.88,644322.921322663
3863,1736833.1628,644184.381222668
3864,1738319.5797,643669.743422662
3865,1736740.2151,645407.734222662
3866,1737765.9684,645741.934322669
3867,1734929.6801,650330.157422662
3868,1735260.0146,650858.946522663
3869,1733101.11,645598.453722671
3870,1732737.0325,646122.561322668
3871,1732434.0647,647314.161122664
3872,1732605.5795,647927.846422664
3873,1732931.5282,644187.124722661
3874,1734169.1198,642726.349422665
3875,1734338.7536,642536.301022661
3876,1732843.3562,643993.913222666
3877,1736557.0156,638441.014122666
3878,1737617.279,637444.111922661
3879,1738685.3091,636309.78582266
3880,1738924.0658,636214.110522667
3881,1738949.4941,636137.742622663
3882,1741605.24,638705.050722666
3883,1741697.0111,639214.110322666
3884,1741557.0271,638872.676322665
3885,1741728.1064,639431.160322665
3886,1741459.5751,638674.758122666
3887,1741555.2928,638685.894622659
3888,1740954.2378,641380.166422658
3889,1741151.5639,641742.418522668
3890,1741099.3423,642980.23132266
3891,1738528.9633,642194.62362266
3892,1739198.7644,641621.415822663
3893,1738393.1128,642486.94512267
3894,1739229.5009,641583.735022665
3895,1740280.3722,644430.509522662
3896,1740271.204,646541.721722668
3897,1738545.8672,645002.006422666
3898,1738071.6184,644629.682922662
3899,1737423.9904,641204.56142267
3900,1737200.3038,642057.102522664
3901,1736940.5764,639260.187522667
3902,1737275.4622,640351.893722663
3903,1736451.1215,640590.877122664
3904,1742166.8465,637821.189322662
3905,1742334.2816,636908.629522666
3906,1742186.2054,638353.263022668
3907,1742555.6112,639486.869122663
3908,1742203.3636,639249.756522669
3909,1742276.6429,638696.606922667
3910,1742281.3567,638527.037022662
3911,1743089.1723,640431.770022667
3912,1742907.1589,642850.523922659
3913,1743039.9452,640546.65702267
3914,1742841.3238,642993.169022666
3915,1742624.3514,640486.896522665
3916,1742003.667,640842.832022663
3917,1742436.27,640415.516422662
3918,1741976.5822,642369.881822668
3919,1744467.9399,636217.157222659
3920,1743780.264,635885.87782267
3921,1744702.5762,636322.670822658
3922,1748445.4397,640937.816522667
3923,1747704.7102,640636.894922663
3924,1748154.8742,645042.814422668
3925,1748265.7798,644728.472422663
3926,1748165.9882,642452.670722663
3927,1748103.32,642251.805722662
3928,1748424.8058,645264.851922666
3929,1748820.3226,645118.979922666
3930,1748854.6125,645082.176122666
3931,1749080.851,645065.669122665
3932,1749343.1677,642191.485222668
3933,1749350.3245,642329.741622665
3934,1747977.9841,645194.086022662
3935,1747951.7976,646099.623822669
3936,1747219.4484,642406.735722668
3937,1746192.2875,641799.610922662
3938,1744852.8902,643654.992422663
3939,1745346.8988,643047.292222662
3940,1744449.7995,643860.19942266
3941,1744782.3342,643807.069022664
3942,1743952.6177,644950.445622659
3943,1745061.1347,644620.703622662
3944,1743629.837,645166.294522667
3945,1743329.9373,645235.062122667
3946,1742646.6911,645330.087422661
3947,1742669.3352,643456.505222663
3948,1744960.8661,649628.316922663
3949,1745553.3906,650034.532222662
3950,1747796.0273,650193.349322663
3951,1747786.9645,649939.093922665
3952,1746370.3798,652443.807022662
3953,1745960.4361,653353.345022662
3954,1745891.4859,653665.888522663
3955,1746700.6742,652051.863722662
3956,1747252.0088,656582.968222665
3957,1746170.6155,659103.813222663
3958,1743402.2096,650659.088822664
3959,1743228.4903,651622.586622668
3960,1743321.1189,651281.26572267
3961,1743432.7276,652023.10752266
3962,1743722.6967,653474.577122659
3963,1743320.8065,653239.430722666
3964,1743409.2464,653031.030322658
3965,1743411.0511,653035.411522668
3966,1744143.9454,654135.23312266
3967,1745395.1811,656885.461722664
3968,1744805.958,656758.449522666
3969,1744722.1852,656615.824922668
3970,1744002.8823,655090.55232266
3971,1744803.5385,656746.268422667
3972,1744727.398,656617.026722662
3973,1744041.371,654786.801722668
3974,1744045.5669,654857.812222665
3975,1745937.8714,657012.328422665
3976,1742971.5282,651409.684722663
3977,1743311.537,651037.605622664
3978,1742740.2136,651575.300922658
3979,1742687.9685,651692.130922667
3980,1742564.7106,652031.771622658
3981,1734803.7446,662979.806422663
3982,1733645.0938,662878.081522668
3983,1733591.7844,662908.030222664
3984,1733293.7496,663139.889422665
3985,1745226.2626,668634.095622665
3986,1745721.4675,668550.47452266
3987,1745921.0123,668843.006322662
3988,1746026.6664,669048.405622662
3989,1746289.9714,670826.189422662
3990,1746784.007,671448.724622668
3991,1745482.9186,674227.385222669
3992,1745363.0613,674717.280622661
3993,1744825.5593,675132.586722661
3994,1744544.4466,675795.668922665
3995,1741330.3889,676509.470222661
3996,1741260.271,677121.029222663
3997,1743299.5506,680342.486022666
3998,1742890.8871,679369.263222662
3999,1741309.6873,677775.709922663
4000,1741363.3146,677575.301922662
4001,1743389.752,680649.36742267
4002,1742043.0127,670423.93072266
4003,1741245.2222,672280.33982266
4004,1742028.636,670554.581222662
4005,1738902.2534,671985.173022663
4006,1738896.9269,672375.006022658
4007,1739953.844,667445.092622662
4008,1739888.5173,667677.038022662
4009,1738134.0555,673016.252622667
4010,1737641.8479,670914.656022669
4011,1737466.0392,670880.192722662
4012,1737642.9751,670907.530222667
4013,1738017.9935,673220.974822666
4014,1736189.4931,671894.61552266
4015,1736211.3785,671854.949222664
4016,1732696.1927,675086.506922667
4017,1733726.1877,673560.933822667
4018,1733991.3113,676221.542522665
4019,1734049.6115,676386.933322664
4020,1732740.7798,677807.47002266
4021,1737102.2956,674447.030022662
4022,1735020.3676,672651.377822662
4023,1737124.4283,671441.852222667
4024,1737070.2481,671395.495422665
4025,1737429.8675,671783.792022665
4026,1736940.0221,668882.247622664
4027,1736986.9638,668205.245122665
4028,1737117.3508,667948.630022665
4029,1736968.1757,669135.309022664
4030,1736068.4997,668081.712322667
4031,1735551.2546,665930.81852267
4032,1735311.6722,671499.460722663
4033,1738098.3328,664201.899222666
4034,1737993.2017,664243.765822665
4035,1741193.0355,659373.412622661
4036,1740402.9569,657709.299822658
4037,1742163.3578,662154.977822664
4038,1741905.958,660623.714322668
4039,1741692.926,660307.866922662
4040,1745096.3642,662169.870722663
4041,1745151.458,662019.644422658
4042,1743740.9532,666453.078422668
4043,1743853.8515,666615.496522665
4044,1741067.0101,659919.750822662
4045,1740893.8734,660308.475422669
4046,1741416.5891,657628.554222664
4047,1741431.2594,657563.612222668
4048,1741317.0188,657291.082522662
4049,1740798.9686,656620.217522663
4050,1741482.7172,657850.845322667
4051,1742252.4185,653654.327722667
4052,1741805.7845,653479.924222666
4053,1742916.4222,654720.415722663
4054,1742498.4605,653904.147522665
4055,1742492.3428,653897.386322661
4056,1742262.1846,653657.059122664
4057,1743038.3795,655553.805622659
4058,1743191.938,656087.201022663
4059,1743257.9249,656493.219622668
4060,1743629.4515,657592.251222662
4061,1743561.455,657403.321922662
4062,1743391.567,657162.189322659
4063,1743876.1657,658560.154222665
4064,1740096.8833,651340.357922661
4065,1740315.6114,652592.031022666
4066,1737989.1844,652281.600522663
4067,1738925.8753,651671.649022659
4068,1736994.69,652048.995422668
4069,1735277.4582,653847.518222662
4070,1735381.7772,654690.078022665
4071,1735664.8133,654730.414722666
4072,1736104.9603,655459.866322658
4073,1735396.4882,654693.407622669
4074,1735029.0761,653985.623722663
4075,1735659.5083,654722.451722663
4076,1732856.7372,655841.310122667
4077,1733038.929,656018.987522663
4078,1732316.7546,655748.125722668
4079,1732570.4473,657165.165922662
4080,1733081.1073,656781.855622667
4081,1732529.0526,657497.039822661
4082,1732127.5454,657729.140322665
4083,1731771.5273,657874.412822669
4084,1732100.4548,657688.897722657
4085,1731068.9735,658660.530422667
4086,1732674.9901,658944.816022668
4087,1732868.8836,659093.63722266
4088,1731013.4849,661068.049122658
4089,1731480.4879,660866.508922669
4090,1730910.2181,661238.943522662
4091,1729433.7144,663847.476522662
4092,1729331.0041,664015.844822661
4093,1729662.411,659518.478122665
4094,1731033.3013,659802.141422668
4095,1729731.5441,658972.407222662
4096,1732626.6475,665164.956122667
4097,1730587.7461,664026.961722664
4098,1730033.3622,665164.111122661
4099,1733969.4366,659520.85062266
4100,1733907.7095,659176.172522666
4101,1733947.7703,659891.289822668
4102,1733946.1045,659772.805322667
4103,1733791.6408,660147.375822664
4104,1741569.4008,647226.18952267
4105,1745759.4387,647100.263922666
4106,1744816.431,646161.532422668
4107,1746022.5599,646719.187122665
4108,1744338.9831,641821.997122662
4109,1744972.9578,641361.408822663
4110,1745064.4684,641185.178922664
4111,1744448.6992,639688.804822662
4112,1744416.7921,639429.557022668
4113,1748709.804,636889.596222659
4114,1749244.4405,638328.177122664
4115,1749153.5427,634487.497822659
4116,1750666.5934,638002.200522665
4117,1750697.3934,638500.508322663
4118,1750496.5318,639355.622022663
4119,1750110.2069,639687.517822669
4120,1750007.8466,639829.597622668
4121,1749564.5399,640308.681022666
4122,1749652.6035,640229.020422661
4123,1751024.5008,643072.816822667
4124,1750770.7641,643017.373522663
4125,1749786.8957,639981.300122664
4126,1750634.3594,642799.638922668
4127,1749622.8628,640505.933422667
4128,1749625.8723,640494.312922669
4129,1750643.0298,642801.355322666
4130,1751435.5041,643424.333822668
4131,1751541.0664,638023.716622662
4132,1752068.4678,638420.268522665
4133,1752404.1618,639892.057722669
4134,1750677.1089,639617.616222666
4135,1751584.8622,640138.012422667
4136,1750820.8605,639611.114422662
4137,1751720.2495,640518.399922659
4138,1751841.9554,640585.64652266
4139,1751988.8462,640621.902822663
4140,1753360.3792,640381.486622667
4141,1752547.5345,641356.593122665
4142,1752780.6011,641310.125822666
4143,1753689.4722,641859.608422666
4144,1754193.7013,642482.003022666
4145,1754146.4811,642439.675222665
4146,1754089.9875,642279.632322665
4147,1754090.1446,642177.212522664
4148,1751614.9698,641713.217122666
4149,1751437.295,642376.598022664
4150,1752574.7467,635394.111822667
4151,1750572.2272,633238.576722669
4152,1752990.565,636153.951922669
4153,1752196.3418,637556.325422662
4154,1752579.6396,636740.332022665
4155,1757135.2606,633469.058522665
4156,1759067.3673,632891.790222665
4157,1759465.1469,633334.845822661
4158,1759390.474,638070.230322663
4159,1759621.4145,638304.334922664
4160,1761221.8693,638476.044722661
4161,1760194.5885,639620.23552266
4162,1759819.7718,639087.903122661
4163,1760458.128,642131.508722664
4164,1760550.2582,641332.967322668
4165,1760401.7371,641122.996622666
4166,1761212.5197,643593.872022666
4167,1761345.3114,644110.201222664
4168,1761183.1659,644412.009922666
4169,1760896.9736,644170.535222665
4170,1761306.9879,644978.823022667
4171,1761554.3894,645095.828522662
4172,1763142.905,646575.521922663
4173,1761709.6967,646011.338222664
4174,1758202.3316,657804.241022663
4175,1757955.8731,658078.798122662
4176,1758080.8776,658233.474422663
4177,1758076.2603,654883.566122661
4178,1757791.7086,655075.871022663
4179,1757398.6418,650179.156122662
4180,1755809.2367,650987.052822664
4181,1756534.0162,650611.762722659
4182,1756519.2489,650495.433722663
4183,1756621.0205,650355.858622663
4184,1756756.1317,650307.963522666
4185,1757258.2613,650204.830922661
4186,1758099.1537,647738.905122668
4187,1760898.9511,653908.573322664
4188,1763903.6331,653132.670022669
4189,1764092.4548,661344.061422661
4190,1759522.1673,661783.148022664
4191,1758933.1709,661745.619822664
4192,1760637.1648,663298.779122665
4193,1761974.4332,663231.623322661
4194,1762173.229,663256.054922665
4195,1760372.6147,663516.672622664
4196,1761986.649,663228.393522664
4197,1762007.651,658561.590822666
4198,1761799.4132,655750.862222665
4199,1764025.8142,648334.478322665
4200,1762367.482,648867.584522668
4201,1763320.5905,647325.370122663
4202,1762462.9722,647975.799522665
4203,1762086.3237,648004.747822662
4204,1763301.4732,646651.177422664
4205,1760453.3603,645035.751622665
4206,1758929.8893,642706.601122661
4207,1759033.1784,642956.145422661
4208,1759691.1541,643731.858422665
4209,1759243.8055,642996.449722663
4210,1759835.9237,643935.726222663
4211,1760256.9471,644967.182022664
4212,1759151.7988,643059.455822663
4213,1759129.8417,643064.943922666
4214,1758999.5281,643069.287922664
4215,1758880.873,644673.448122665
4216,1757585.3138,645327.998022664
4217,1757772.5356,643537.267122662
4218,1757821.7382,645707.817122661
4219,1756611.5558,646632.886022666
4220,1756401.2433,645393.355522664
4221,1755475.4476,648635.898922664
4222,1756183.6156,654902.367722666
4223,1755653.2948,656598.643522667
4224,1757846.5511,656430.598422663
4225,1757885.0146,656386.877722665
4226,1758069.1202,656339.684922664
4227,1758755.1053,656801.264022664
4228,1754878.1755,659523.238522662
4229,1754953.8235,659803.181922667
4230,1754981.5637,659851.555022662
4231,1756288.7789,659893.210522665
4232,1755446.2911,660149.604922669
4233,1757324.5006,658735.466222669
4234,1755922.0072,659483.616322664
4235,1755241.4823,659981.928422666
4236,1756487.6701,659148.131522665
4237,1751645.3725,660774.422422663
4238,1753097.3179,659606.933722667
4239,1750013.518,659426.558322662
4240,1751327.2233,660491.501222668
4241,1751644.1561,660761.363822659
4242,1749587.0501,659628.382422663
4243,1755277.5944,662459.027622668
4244,1756927.119,660913.818022662
4245,1759085.9726,660364.934322667
4246,1755863.4717,662566.788422668
4247,1756857.4641,661919.57102266
4248,1756817.9082,661934.150622665
4249,1756628.1005,662266.327222659
4250,1756123.04,662676.062422661
4251,1756122.2955,662673.932322667
4252,1757312.4742,662000.005722662
4253,1753678.2748,673115.430322663
4254,1754182.3859,672574.219122659
4255,1752573.9485,676188.773122666
4256,1752783.8914,676515.160422662
4257,1752649.9849,678254.414922663
4258,1753020.4717,678806.586622664
4259,1751788.2912,681297.617122657
4260,1748915.272,681459.582822665
4261,1743761.9554,690581.002522665
4262,1744735.2506,686915.195322665
4263,1745708.9271,690068.179322662
4264,1745794.4897,687782.481122669
4265,1761752.8175,704298.964622666
4266,1760326.715,703065.103722659
4267,1753662.0202,702514.525822666
4268,1754651.6511,706912.364522663
4269,1754269.6049,703497.288622665
4270,1754206.1664,703482.651022665
4271,1753018.9883,703209.498922665
4272,1752118.1532,705382.649522656
4273,1752189.8505,700825.999022664
4274,1750791.0632,702698.181822668
4275,1751111.5486,704351.853122657
4276,1745906.8944,684678.395422663
4277,1745552.6119,683591.649322669
4278,1746065.5991,684719.940722665
4279,1748232.3263,669167.138522663
4280,1750577.7451,668335.585222667
4281,1749088.0036,673173.479522664
4282,1749090.3338,673129.361922667
4283,1749076.541,672556.342122669
4284,1749003.1994,673633.349922659
4285,1749640.1918,669990.911722665
4286,1749258.6157,670132.07352267
4287,1749045.0301,670545.407322664
4288,1748608.692,671299.044122664
4289,1747738.3689,666068.059822668
4290,1747839.2388,666984.079422662
4291,1747342.2879,667109.333022663
4292,1746662.8253,667602.503022667
4293,1751856.5749,658584.990522664
4294,1751593.9433,653051.070822662
4295,1751679.2076,652949.762722663
4296,1751399.6994,653300.795522664
4297,1750723.8759,654196.790922665
4298,1750084.9305,656367.242922667
4299,1749629.3382,656696.355722665
4300,1749654.1199,654519.316222667
4301,1749510.7895,655258.733822669
4302,1748059.8508,653957.396422667
4303,1752582.655,645825.15942267
4304,1752228.5582,645632.446022664
4305,1754305.2535,644018.011322666
4306,1753213.0569,644495.733222664
4307,1756733.8432,643916.957022663
4308,1755186.9467,643024.522522663
4309,1755723.7106,643651.700022664
4310,1756019.1513,643004.763022667
4311,1755741.4645,642647.021522662
4312,1758640.6049,638329.531222663
4313,1759008.6043,641017.080222668
4314,1758359.3633,639988.524022662
4315,1758570.5747,640772.394322661
4316,1757878.738,636515.918622661
4317,1757885.5879,636485.970122661
4318,1757249.8418,638552.502822664
4319,1757131.575,638843.325022663
4320,1757292.3796,639316.199422664
4321,1757253.2596,640176.803622664
4322,1757429.729,640671.635022666
4323,1756289.5645,639120.903622665
4324,1755510.8831,640161.678122661
4325,1755066.6516,641142.354622664
4326,1756789.2879,639582.015022657
4327,1756713.2436,640095.272522669
4328,1754567.2508,641335.442022668
4329,1756200.2543,641659.174022671
4330,1756268.1736,641396.25852266
4331,1755801.842,634424.991422667
4332,1755924.5,634660.741222667
4333,1755865.0036,634917.591522662
4334,1755891.2639,634689.791722659
4335,1756042.8557,635722.786722668
4336,1756085.4985,635339.738222661
4337,1755996.8517,637845.483922664
4338,1755181.9235,637236.046322669
4339,1753099.5807,637802.461322661
4340,1754544.0057,636632.944522663
4341,1752816.541,638123.85582266
4342,1754533.4893,639911.750422663
4343,1753846.8568,638131.105322666
4344,1753763.9854,638154.180122665
4345,1756097.6715,634884.14412266
4346,1756013.2905,634778.13532267
4347,1755155.1041,629836.95352266
4348,1754665.0534,630113.639122669
4349,1754666.5525,630117.295422662
4350,1754679.0723,628797.930822666
4351,1754454.5155,627677.200122662
4352,1754114.1097,627333.937522668
4353,1754057.6438,627286.851622667
4354,1756595.5052,626288.627522664
4355,1753135.8279,626308.645422663
4356,1752270.5065,625377.516822661
4357,1750733.8267,624035.168622663
4358,1757220.7736,625522.629822667
4359,1757312.4124,626037.554922665
4360,1754554.2031,626021.119922663
4361,1755542.4851,626234.170222667
4362,1755565.4596,628653.975622667
4363,1756510.7666,629755.721222659
4364,1756822.2301,627953.719922661
4365,1757286.1594,628514.40982266
4366,1755909.4841,630416.822922667
4367,1758241.6048,631730.782522657
4368,1756430.7011,630998.505322666
4369,1757807.4681,629999.906722663
4370,1756673.4688,630423.508722667
4371,1751496.9555,627186.756122659
4372,1749287.27,625742.94012267
4373,1749288.4166,625729.027222665
4374,1752034.5676,627538.411122666
4375,1753211.8869,627332.345822665
4376,1752381.1249,627583.591422668
4377,1748827.5777,622664.137122663
4378,1747396.1959,622936.795722668
4379,1749427.2277,622332.212722664
4380,1749514.4506,622380.806522664
4381,1750967.9017,623148.114122663
4382,1750263.013,622956.886522668
4383,1752579.4216,623711.477222663
4384,1750260.6429,623024.630822662
4385,1750234.8824,622989.929322665
4386,1750468.5456,623591.500022659
4387,1751340.6053,622468.837022665
4388,1750262.9009,622854.459422662
4389,1753155.3132,622505.917422661
4390,1753934.4629,622355.828022665
4391,1753477.8619,622655.945722667
4392,1754731.9326,623481.654022664
4393,1753605.213,620890.495422668
4394,1753066.5769,622995.338422657
4395,1753586.7542,623592.608722668
4396,1753315.398,623354.455022666
4397,1753316.3078,623348.439522663
4398,1747473.328,619564.276622664
4399,1746632.3825,621913.456222661
4400,1746625.6089,621909.815322662
4401,1747309.0848,619296.088722666
4402,1745034.7518,616791.701922665
4403,1744775.4382,616738.351522664
4404,1746465.1794,615859.739422665
4405,1746596.3252,615462.791822661
4406,1746840.1282,617231.192222666
4407,1745693.5123,614494.614622662
4408,1744046.459,611879.728522668
4409,1745878.4428,614305.313622664
4410,1745022.772,612659.73882266
4411,1744170.3093,611697.625622664
4412,1739027.0821,598096.806322666
4413,1738062.1724,597975.781522663
4414,1742929.9604,599475.643122663
4415,1743254.2414,599309.949322662
4416,1744967.8616,602131.976822663
4417,1746033.5081,602367.582322667
4418,1745650.5746,603444.49292267
4419,1747961.889,605566.257322664
4420,1747533.7163,606386.052822662
4421,1746695.5857,606435.635222663
4422,1746455.6685,606273.737522662
4423,1745099.171,606227.158722658
4424,1745219.039,606771.616822664
4425,1746813.6978,607113.630322668
4426,1748883.4763,608852.42612267
4427,1748783.7443,608596.155122659
4428,1748825.7792,608650.295622658
4429,1748831.8465,608649.857422664
4430,1748441.2075,607767.667322664
4431,1748594.2167,606896.208922662
4432,1750459.7836,608257.907722668
4433,1751426.0722,611666.96132266
4434,1751452.8312,611239.707622663
4435,1751627.8206,610979.856822665
4436,1751858.4134,611068.726522664
4437,1753326.9677,611019.686622666
4438,1752081.7767,611292.499022665
4439,1753808.8719,612782.209322668
4440,1752696.2364,614635.071922667
4441,1752757.1247,614136.765522665
4442,1754513.9958,613655.753722669
4443,1754663.1788,615229.74642266
4444,1754622.2643,614933.964422666
4445,1755630.3148,618663.403022664
4446,1757663.4068,619938.022322667
4447,1755807.6936,618656.707822663
4448,1757063.8026,622128.809122662
4449,1756927.942,622880.70272267
4450,1754622.2077,618017.478122663
4451,1753469.8233,618736.410022666
4452,1753696.984,619608.218722664
4453,1752616.5166,619820.708622664
4454,1751175.8593,614375.666922669
4455,1751915.2907,615987.001622666
4456,1751027.2448,616085.755022656
4457,1750401.6592,615343.072422668
4458,1749093.8619,612164.228222663
4459,1749210.6786,612482.111522664
4460,1750053.0958,614586.818422665
4461,1749498.694,615462.074122666
4462,1750267.262,616726.694822661
4463,1751691.5185,619390.742922663
4464,1747636.7867,616027.335322667
4465,1744641.6675,608537.231822662
4466,1740170.7291,599713.277022662
4467,1741647.6035,595695.139922665
4468,1729207.6896,591114.47932266
4469,1729322.2591,590439.194122666
4470,1729331.7989,590199.834822663
4471,1727926.2084,592111.991222662
4472,1727531.5462,592769.35342266
4473,1729277.2059,593035.69142266
4474,1728247.2801,609034.324022659
4475,1727183.8664,605871.607622657
4476,1729141.9411,609052.924622668
4477,1729325.2372,615627.063822662
4478,1729328.7089,614940.264722663
4479,1705592.0041,577809.412722662
4480,1761944.4335,647856.78312266
4481,1761980.0666,647814.73532266
4482,1759910.0299,634148.586522659
4483,1760241.8486,635196.545422662
4484,1727832.576,630865.426922662
4485,1732967.3683,583629.920222666
4486,1728507.6567,579444.601922668
4487,1728561.5037,579409.735522667
4488,1727747.7375,580976.41502267
4489,1732511.4713,653445.442122657
4490,1732797.2183,652924.677022664
